id,prop
349072,2.830309138
349184,2.826919566
349187,2.742410603
349348,2.748608904
349391,2.545914689
349422,2.651320103
349451,2.602011554
349546,2.704382549
349556,2.71147858
349634,2.812667008
349918,2.574340887
350930,3.044521006
351108,2.89550185
352124,3.061911183
354102,2.901403675
354707,2.959912826
355035,2.885038904
355119,2.910121458
362363,2.794558828
368364,2.662743016
368386,2.436187805
368791,2.714494474
368949,2.502366753
368973,2.578119764
369203,2.763949056
369322,2.52210403
370389,2.704525587
387763,2.718777994
388180,2.808528043
391512,2.776951541
391546,2.828985806
391586,2.774268727
391709,2.750009566
391765,2.832744371
391808,2.781118025
391840,2.860272029
392013,2.841265388
392382,2.774370004
392408,2.846638601
392435,2.875420337
392626,2.823715635
392641,2.762159995
392746,2.801984435
392832,2.834322423
392931,2.808185264
392971,2.713752273
393047,2.831950596
393109,2.794421432
393292,2.716166571
393437,2.830973612
393548,2.774811686
394277,2.62982136
394649,2.46079438
394891,2.375578164
394913,2.505967294
396219,2.504105223
406476,2.590511817
406511,2.51080758
412414,2.871484522
412617,2.868108784
412956,2.781067734
413529,2.846903841
414336,2.589401094
414612,2.345351016
414847,2.703807065
415040,2.39446397
415314,2.553849751
415394,2.60996306
415641,2.67552178
415846,2.592313575
416059,2.591150053
416120,2.560745314
416202,2.364487416
433379,2.220708849
445318,2.357814508
445486,2.535276032
446753,2.390680143
447203,2.379122381
451024,2.825180807
452095,2.758522394
452211,2.748059924
452520,2.663062657
452579,2.643607293
458387,2.296874196
459690,2.311408116
460142,2.282893117
460247,2.336899809
471546,2.701927074
471738,2.854557845
471949,2.860509478
472077,2.807421173
472122,2.853776602
472144,2.830004209
472333,2.811091871
472454,2.662977697
473127,2.634415083
473192,2.785499505
473374,2.819036391
473462,2.81559238
473476,2.821090713
473509,2.805331585
473589,2.801977526
473603,2.817591316
473624,2.877188995
473826,2.699730616
474033,2.798239912
474046,2.774142557
487119,2.756093868
487334,2.750144649
487378,2.65725774
487588,2.777285182
488221,2.700243001
488417,2.730263661
488687,2.751617208
488867,2.666975391
499702,2.706641574
499711,2.617188875
499780,2.776892624
499924,2.685480025
499929,2.7053865
499974,2.754053125
500030,2.520059148
500050,2.606940326
500184,2.724984058
500500,2.370834263
500558,2.687585633
500637,2.46785904
500646,2.782575476
500702,2.5184554
500829,2.671798241
501123,2.791721238
501250,2.615613956
501266,2.791946312
501403,2.617609675
501490,2.641239456
501494,2.641329553
501598,2.64589932
501640,2.559955286
501779,2.539775296
501846,2.469223737
501932,2.653360415
501968,2.665927736
502011,2.590582824
502224,2.735774295
502522,2.737439057
502708,2.797402243
502886,2.752530563
503549,2.753783553
504277,2.767008109
504402,2.680920437
510501,2.847952317
511127,2.608949059
511223,2.502700905
512158,2.828365281
517205,1.692358961
525231,2.787363272
525286,2.721138146
525445,2.892157995
525626,2.833726675
525672,2.815406464
525679,2.858104293
525903,2.87653536
526552,2.845662842
526680,2.806012451
526685,2.832431751
526722,2.806847179
527157,2.823018284
527284,2.797720552
527590,2.660455972
527713,2.82379712
530089,2.713585336
530195,2.763231357
530536,2.622177958
530571,2.664552374
530735,2.631318884
530950,2.551111567
531040,2.712062487
531383,2.683591259
531439,2.742736333
531465,2.770135191
531555,2.554492173
531732,2.694311761
531906,2.617586663
532035,2.585534046
532135,2.648917723
532281,2.694965834
532469,2.710360757
532508,2.459987198
532592,2.602384276
532673,2.430115663
540567,2.577809039
541258,2.78480173
541616,2.646817546
541770,2.67327689
541861,2.600309919
542099,2.682957195
542264,2.558363349
542395,2.754489393
542527,2.663312269
542578,2.653129177
542640,2.766612682
542745,2.559294932
542844,2.65302568
543050,2.597468112
543063,2.578531292
547425,2.100565819
556429,2.781066503
556606,2.706827863
557218,2.732340314
557421,2.687092548
557638,2.712907769
558313,2.544986639
561027,2.850678348
561224,2.851912313
561239,2.817163846
561272,2.860696416
561391,2.805904174
561534,2.87141533
561577,2.841147233
562007,2.842107581
562076,2.779461672
562103,2.865058658
562321,2.840837305
562336,2.847258622
562366,2.769871941
562439,2.810750862
562587,2.748748796
562741,2.83921374
562776,2.809722585
562850,2.818824666
562862,2.811808984
563403,2.901275298
563409,2.81964232
566182,2.49460805
566429,2.600695851
566525,2.682251191
566873,2.567056399
566964,2.610270366
567030,2.568571087
567428,2.633053101
567451,2.607940976
567809,1.776633621
567832,1.829079755
567883,1.77696965
567963,2.601037623
568059,2.662539449
568088,2.42682085
568184,2.685348592
568535,1.577199629
568576,2.646110461
568609,2.726067017
571641,2.739584307
572548,2.751469789
572558,2.726508132
572646,2.666237932
572770,2.778688087
572849,2.741949834
573181,2.658995764
573224,2.674679977
573327,2.726092471
579047,2.599075465
579059,2.925605348
579314,2.78345975
579548,2.806009836
579602,2.618707446
579687,2.635932039
579825,2.754987013
579952,2.627770581
580009,2.461611819
580205,2.194239296
580524,2.538531551
580621,2.387957507
580727,2.503770483
581067,2.537120895
581255,2.554983153
581320,2.715437255
581345,2.492958475
581362,2.545972479
581772,2.103881007
581901,2.121408864
581906,1.953736923
582556,2.122312984
582697,2.019470321
582777,2.390189821
583166,1.844220007
613825,2.844727807
642654,2.862333704
642659,2.710950784
646161,2.801965581
646210,2.959634433
646223,2.365456091
646233,2.976289333
646288,3.042070205
646364,3.008921025
646366,2.886488138
646367,2.977294461
646381,3.023418207
646382,2.953172095
646438,2.994548413
646439,2.799332091
646450,2.758638545
646471,2.857507262
647109,2.84249622
647118,2.893768079
647222,2.770775647
647290,2.615079121
647326,2.910761118
648043,2.558957824
648576,3.007992233
652102,2.596344364
680773,2.934277767
682201,2.922529898
682712,3.196395103
682853,2.869517208
693114,3.086601901
693226,3.251994181
696850,2.860759517
697180,2.825257729
697182,2.725155486
697346,2.847045521
697382,2.833398334
697635,2.800187176
702041,2.803987899
702065,2.870593806
702198,2.824635516
702227,2.834868893
702248,2.929101506
702251,2.780613378
702328,2.826977932
702378,2.876555704
702613,2.911121527
703376,2.932632003
703379,2.942198253
703424,2.829713776
703911,2.872602176
703951,2.852500405
711442,3.113989887
713314,2.205545428
713316,2.038209599
713428,2.818834293
713452,2.759260287
719789,2.828143192
728707,2.906316318
728747,2.671503289
729508,2.835145471
729608,3.010738732
729640,2.989486141
729713,2.799993852
729761,2.848423671
729857,2.892104829
729941,2.83994723
730852,2.770709387
731681,2.909176954
731909,2.888022207
734899,2.866961604
740033,2.662220328
741227,2.486454661
765097,2.858966273
768601,2.831248411
768669,2.792906733
768681,2.639051198
768872,2.821055134
770604,2.817985081
770607,2.80554809
770672,2.792304557
773010,2.724349897
773114,2.629909149
780416,3.11662313
787094,2.708147516
788117,2.582780557
795642,2.542628899
797800,2.802530157
797803,2.763791381
797869,2.834472408
798008,2.838265341
798586,2.900191681
798693,2.753568524
800262,2.837494074
803101,2.795814096
803102,2.84956515
803170,2.886195119
803173,2.880599451
803210,2.817447893
803213,2.85118963
804445,2.721478564
804514,2.868290332
804552,2.769974114
804653,2.783521524
805611,2.588694939
805676,2.704970994
805716,2.87778961
805922,2.576630244
808148,2.756306958
808252,2.652968048
808330,2.791437939
808356,2.755973968
808494,2.844460607
809040,2.835367467
809042,2.709834076
814522,2.656709895
814626,2.641068214
814704,2.695019992
814730,2.71277876
815793,2.783527994
816089,2.773183532
818817,2.578773839
818971,2.621103547
826818,2.906406483
826826,2.855811972
844458,1.592385656
845211,2.095049347
845566,1.836840096
845822,2.135323508
846271,1.752231809
852547,2.384784175
859227,2.806711152
859303,2.774702549
859488,2.828205515
859508,2.791620155
859556,2.874968553
859724,2.807899482
859979,2.830580115
859988,2.707974061
860043,2.800039358
860046,2.793046768
860047,2.690430309
860477,2.690528796
860848,2.902319395
860863,2.734521119
860878,2.79668715
861128,2.488180048
861164,2.823896403
861248,2.817503031
868156,2.064172308
884787,2.68806242
885046,2.704997155
885116,2.716888784
885285,2.802839907
885608,2.728749374
892456,2.683161417
892459,2.16416816
892536,2.732338481
892744,2.671169153
892794,2.772437977
892874,1.970098726
892963,2.736198673
893218,2.712032048
893227,2.589291609
893284,2.624909953
893287,2.685155855
893602,2.701907284
893961,2.672088467
894073,2.809499482
894088,2.582617858
894102,2.698171795
894473,2.640898328
897931,2.774253565
898277,2.547084735
898369,2.653357074
898434,2.537705877
898822,2.572620456
899241,1.794301729
899499,2.47751537
899598,2.732208854
899946,1.593278116
902986,2.766181181
903449,2.824409992
904130,2.850950417
908406,2.868061913
908912,2.930565226
909532,2.910122546
909553,2.682663017
909645,2.838030083
909805,2.973323736
910095,2.847183317
915869,1.981685202
918435,2.758054361
925506,2.535491575
930066,2.161342736
931191,2.490858134
931343,2.392147144
931458,2.389267469
931641,2.617212909
931895,2.508987197
931976,2.565601243
932124,2.323235024
932393,2.386992292
932522,2.712083913
932904,2.406826451
933031,2.388630151
933168,2.243791651
933731,2.740814971
934629,2.745893729
934725,2.712037979
934846,2.813144179
934926,2.778744169
938014,2.480463109
940983,2.046194794
944474,2.281870487
946541,2.484617269
946706,2.494685149
947107,2.417260393
947586,2.562188617
947778,1.703059329
947798,1.610121676
948141,1.496501933
948244,2.52957552
948513,2.120331604
951207,2.079418214
957642,2.83345163
957740,2.785677069
957862,2.885865826
957940,2.872919274
958269,2.721360076
958343,2.834111297
958416,2.825590487
959282,2.82310695
960188,2.663761053
960211,2.800493951
960942,2.767601942
961287,1.994583723
961332,2.778119158
961366,2.77803615
974579,1.80375536
985659,2.746878
994742,2.914249797
994781,2.819570938
994825,2.702861984
994858,2.816644705
994872,2.690447846
994892,2.770952835
995044,2.743765005
995506,2.653939252
995512,2.640878388
995525,2.647582199
995722,2.44284672
995819,2.557647793
996322,2.777572707
996611,2.858579358
996614,2.740826244
996696,2.79481587
996702,2.779228964
996764,2.774199897
996860,2.749315779
996887,2.714582613
996899,2.708022934
996932,2.838431989
996998,2.743836149
997006,2.8149626
997019,2.832683193
997267,2.57917751
997299,2.575566189
997321,2.561707804
997874,2.720177189
998034,2.672516219
998050,2.450136761
998053,2.452127734
998138,2.702822411
998237,2.377905537
998390,2.637161115
998498,2.669966486
998682,2.784279999
1002106,3.055899339
1002279,2.78937106
1002282,2.881964047
1002368,2.748864882
1002417,2.880463634
1003264,2.727871735
1004768,2.738598823
1004837,2.692044402
1004858,2.774107
1005412,2.571588367
1005472,2.566285249
1005492,2.634064623
1005701,2.609310207
1006467,2.92214669
1007695,2.954374666
1008324,2.967684528
1008330,2.876209706
1008413,2.845104664
1008450,2.885065489
1010124,2.712046889
1011427,2.682234544
1011655,2.624237331
1011699,2.765187322
1011954,2.99937498
1012550,2.889824409
1017675,2.880966408
1018207,2.231804983
1018404,2.565026291
1022714,2.549287177
1022729,2.46907242
1023402,2.995883206
1023409,2.874824311
1023413,2.847498355
1023699,2.8080083
1024193,2.513350522
1024992,2.544311287
1024994,2.952193465
1026993,2.915588257
1035543,2.726263003
1036599,2.869370696
1037198,2.926244423
1037208,2.750437885
1037781,2.837999923
1037964,2.535016156
1038641,2.65296741
1038781,2.879580625
1038782,2.820657189
1039475,2.975089084
1041498,1.761074329
1041744,2.814995485
1044343,2.871705393
1047468,3.26399296
1049787,2.661635241
1049837,3.040331033
1049861,2.99564761
1049929,2.073102071
1050521,2.823900906
1053793,2.011290248
1053847,2.453242219
1054624,2.689301579
1054640,2.494871736
1054643,2.669847965
1101381,2.857486223
1101382,2.789502893
1101398,2.82675066
1101462,2.478033975
1103688,2.798991318
1103698,2.790654069
1103799,1.198510034
1103872,2.830888148
1103913,2.799548172
1103997,2.145599746
1104004,2.450351063
1104016,2.630235159
1104038,2.093710833
1104109,1.855053759
1104147,2.949782393
1104282,2.890306241
1104314,2.88507574
1104403,2.64168877
1104530,2.691930241
1104590,1.880030374
1104617,2.511055166
1104844,2.464418394
1104886,1.633922288
1104920,2.298605007
1105005,1.924323758
1105039,1.35060097
1105129,3.056261505
1105148,1.619821618
1105292,2.765767026
1105325,2.710385057
1105437,2.877247096
1105507,1.907936157
1105629,2.15859984
1105751,2.731092118
1105788,1.590133155
1105895,2.170138378
1106032,2.726365331
1106281,1.140460688
1106307,2.309004387
1106321,2.076237746
1106355,2.722618142
1106392,2.701957191
1106463,2.095502136
1106486,2.979433336
1106516,1.900187295
1106588,2.763879053
1106628,2.648604707
1106791,2.821669046
1106878,1.595419799
1106946,2.749088918
1106961,2.781414077
1107010,1.469380136
1110164,2.883704649
1112275,2.861466255
1112928,2.87946896
1113850,2.746010626
1114682,2.85278061
1114686,2.833830393
1114698,2.843430689
1117542,2.585829847
1121728,2.849294346
1201756,2.953871334
1209314,2.061439746
1209421,2.343695315
1209434,2.974409803
1209459,2.706557052
1218119,3.065637592
1218229,2.041273649
1218324,2.881433624
1218438,1.922771292
1218531,2.930191125
1218554,2.442234602
1218562,2.630815987
1218583,2.753858314
1218586,2.973553149
1218859,2.23438276
1218865,2.071784279
1218919,2.904320803
1218974,2.867847386
1219086,2.543366214
1219214,2.675593186
1219273,2.697340369
1222193,2.645410287
1222438,3.04987685
1222444,3.028653698
1222562,2.896502337
1222687,1.846871112
1222701,2.715581378
1222703,2.298772078
1222732,2.593719978
1222755,2.697368853
1222771,2.336992853
1222998,2.684478579
1223327,2.934301961
1223434,3.01266394
1223445,2.91222764
1223453,2.765437995
1223454,2.741089798
1223669,2.759909974
1223683,2.827461588
1224082,2.633549929
1224145,2.414188461
1232382,2.892711223
1233655,3.067509286
1234142,3.058604983
1234981,2.616714998
1235046,2.794410197
1236324,2.637433122
1236342,2.972511396
1236512,2.381040263
1236622,2.445553311
1237517,2.214909187
1243220,2.917945967
1243605,2.988104725
1250500,2.292285671
1250674,3.105916472
1250722,2.905429275
1250740,2.710857111
1274024,2.956918234
1276736,3.112598557
1277629,3.083032993
1277969,2.915929976
1277988,2.737824591
1280674,2.872384613
1280789,3.062367411
1282926,2.837666312
1283186,2.387933732
1283203,2.758675215
1283224,2.597367739
1283249,2.359475407
1283266,2.327240274
1283312,2.605068579
1283330,2.482328722
1283362,2.403147369
1283383,1.859601056
1283385,2.419604966
1283388,2.727482763
1283503,2.637382356
1283655,2.644660906
1283865,2.286371335
1283867,2.554117974
1283875,2.524140142
1283876,1.883189056
1284080,2.546976158
1284081,2.254982712
1285368,3.048478335
1285370,3.061628676
1285657,2.945648755
1287113,2.777674324
1287225,2.858329216
1288223,2.365245019
1288727,2.901286603
1338413,3.023038981
1343363,3.053392384
1343375,2.968204537
1343509,3.075207588
1343659,2.771844018
1343988,2.976412293
1344058,2.955993454
1344135,2.530506279
1344647,2.713217336
1344934,3.224765066
1344945,3.063029574
1345607,2.520959668
1345735,2.625443965
1345953,2.964207233
1345985,2.700957327
1346195,2.219802896
1346232,2.905576728
1346241,3.010789504
1346557,3.090664251
1346661,2.937999398
1346731,3.074602317
1346768,2.995891457
1347199,2.241511833
1347724,2.774062702
1347812,3.14506941
1348245,2.709994137
1348436,2.896371603
1348546,3.116890908
1348736,3.003153922
1348740,2.9820112
1348857,2.858853264
1348909,3.073789455
1348968,2.585167401
1349142,3.08344448
1349250,2.654176542
1349292,2.920581416
1359184,2.539949298
1359340,2.735459946
1359793,2.89125213
1362536,2.901570892
1363398,2.839026854
1364365,3.056054915
1364395,2.623011102
1364530,2.451661899
1365029,2.122322861
1365091,2.798543742
1365164,2.393257496
1365237,2.768993145
1365379,2.131180178
1365486,2.346806171
1365549,2.412287738
1365567,2.523861274
1365711,2.812403637
1365889,2.798115583
1366187,2.361079492
1366428,2.636883633
1366523,2.634636343
1366681,2.759226817
1366761,3.035993196
1367330,2.969226676
1367754,2.515470348
1367851,2.861063654
1368245,2.239434307
1368284,2.177116867
1368340,2.647527093
1368634,2.49262112
1368838,2.785724623
1369030,2.589497065
1369227,2.817891629
1369810,2.934678987
1370168,2.26744767
1370427,2.576727855
1370586,1.985536559
1370912,2.519678653
1371115,2.812237833
1371137,2.778250804
1371861,2.704954221
1371891,2.876051616
1372469,2.311721717
1372798,2.646749179
1373004,2.683296014
1373213,3.005289191
1373636,2.83464341
1373961,2.015063226
1374129,1.852011315
1374578,2.093395532
1375057,2.826904838
1375272,2.505051033
1375497,3.042136006
1375859,2.696381973
1376008,2.929696071
1376081,2.442642908
1377290,2.377708291
1377417,2.620412446
1377972,2.178476566
1382175,3.09251142
1383083,2.856223452
1384067,3.12553293
1384201,3.16463354
1384722,3.086359831
1385204,2.727710285
1385208,2.695332369
1385229,3.056044814
1385331,2.95799104
1385441,2.831455583
1385447,3.065137873
1387156,3.027665577
1387641,3.07242935
1387970,2.854165805
1388089,2.955683786
1388311,3.032330097
1389386,2.782515056
1389792,2.995657983
1391816,3.0497276
1392937,3.020101938
1393808,2.480715268
1396017,2.36169081
1404124,2.63142088
1404408,2.974226305
1404960,2.658248047
1406253,2.898235554
1410179,3.018507737
1410356,2.953743147
1410886,2.936887781
1413367,3.012775862
1413539,2.941139396
1414071,2.936227447
1428921,2.76623253
1428925,2.977795029
1428955,2.417779006
1428967,2.494245612
1428983,2.5632448
1428989,2.500230609
1429138,2.772737878
1429141,2.792310336
1431444,2.142014179
1432599,2.041889102
1432636,1.789966471
1434963,2.868253886
1438265,2.528013327
1439402,2.506990532
1439695,2.799141205
1439711,3.030799838
1439736,2.883058195
1439930,2.54567873
1439993,2.862169659
1440012,2.928029376
1440181,3.085360862
1440386,2.895450124
1440847,3.052439539
1440896,3.049184557
1440897,3.104020116
1440900,3.019122144
1441049,2.511254808
1441195,2.440845481
1441196,2.976071278
1441197,3.061313674
1441513,2.676080711
1441514,2.654952509
1441517,2.698450418
1441518,2.319027224
1441519,2.34443405
1442197,3.061385795
1442208,2.793167959
1442705,2.927588353
1443404,2.679725781
1443455,2.854205909
1443471,2.420510234
1443534,2.715019435
1443623,1.72598652
1443657,2.976129795
1443766,2.953573509
1443769,3.22354505
1443864,2.80095603
1444663,2.559251116
1445405,2.358445972
1445568,2.432776097
1445623,2.437531865
1445797,2.262685874
1445799,2.865596745
1445984,2.388843668
1446098,2.971133413
1446156,2.526946048
1446387,2.766509113
1446577,1.934778913
1446764,2.675071065
1447000,2.602339286
1447726,2.604275449
1448229,2.915880562
1448467,2.59916106
1448586,2.716124368
1448587,2.521460299
1448913,2.740731432
1450615,2.972075095
1452223,2.660690383
1454891,2.814206732
1455061,2.064847572
1455549,2.875987647
1455838,2.692561155
1455862,2.857199359
1455877,2.312858859
1455902,2.175005568
1455903,1.977968974
1456001,2.469245561
1456225,2.680134529
1456235,2.722882774
1456271,2.293367671
1456319,2.254837227
1456391,2.687878365
1456535,2.491313401
1468140,2.356690501
1472779,2.104773053
1472782,2.682821723
1472954,2.553814952
1473028,2.717595222
1473087,3.029544625
1473089,2.73374411
1473305,3.091437021
1473613,2.715943684
1473662,2.649467872
1473907,2.499190838
1474048,2.717924254
1474172,2.95619751
1474173,1.488987296
1479500,2.709221594
1479719,2.528028822
1480856,2.75295769
1481046,2.812932311
1481104,2.700914598
1481321,2.554460511
1481681,2.760630334
1481756,2.491359397
1482058,1.966333008
1482117,2.541666303
1482277,2.415911007
1482611,2.769757947
1482626,2.367469957
1482773,2.588122077
1482799,2.497022589
1482995,2.834107294
1485870,2.760232087
1486738,2.75804402
1489469,2.480537646
1489473,2.062137177
1490701,2.610627289
1493176,2.520502876
1495824,2.146838353
1498150,1.849240117
1501292,3.050306405
1501738,2.700080219
1501880,2.25742909
1501882,2.226897866
1509181,2.543520974
1517862,2.113094022
1517863,2.296592435
1541870,2.922378523
1543122,2.644134988
1544686,2.757278775
1544726,2.672053897
1544998,2.57598269
1545033,2.760424205
1545092,2.485865273
1545666,2.151865787
1545748,2.522785155
1545753,2.470933135
1546029,2.344818504
1546047,2.747583955
1546058,1.93528832
1546059,2.506596298
1546060,2.130723532
1546062,2.404146048
1546158,2.743000694
1546333,2.52178783
1546355,2.435006372
1548239,2.384142808
1548336,2.882815292
1548462,2.574641846
1548534,2.42600144
1548539,3.076657687
1548605,2.317686927
1548606,2.744271246
1548607,2.749955403
1548608,2.517838424
1550413,2.876101105
1551124,2.894393351
1551197,2.725889994
